_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2414422,4156374,2017.0,2017.0,1975.0,TCHC,13,Toronto Centre,257 SHERBOURNE ST,4,102,2018-01-16,52,Evaluation needs to be conducted in 1 year,18,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,,S1329,43.6593567184,-79.3711764365,315174.827,4835275.301
2414423,4156547,2017.0,2017.0,2010.0,TCHC,13,Toronto Centre,92 CARLTON ST,12,110,2018-01-16,77,Evaluation needs to be conducted in 2 years,20,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1326,43.662294376400006,-79.3782139337,314606.727,4835600.825
2414424,4156139,2018.0,2017.0,1992.0,SOCIAL HOUSING,25,Scarborough-Rouge Park,39 DURNFORD RD,3,14,2018-01-16,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,,4.0,,3.0,,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,E2530,43.799771853,-79.150262267,332926.722,4850926.841
2414425,4155977,2018.0,2017.0,1992.0,SOCIAL HOUSING,25,Scarborough-Rouge Park,37 DURNFORD RD,4,28,2018-01-16,66,Evaluation needs to be conducted in 2 years,17,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,,E2530,43.79936022,-79.15004455399999,332928.261,4850922.146000001
2414426,4156266,2018.0,2017.0,1992.0,SOCIAL HOUSING,25,Scarborough-Rouge Park,35 DURNFORD RD,4,21,2018-01-16,67,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,,E2530,43.799334653,-79.149625429,332929.799,4850917.452
2414427,4156339,2018.0,2017.0,1992.0,SOCIAL HOUSING,25,Scarborough-Rouge Park,23 DURNFORD RD,3,14,2018-01-16,80,Evaluation needs to be conducted in 2 years,15,5.0,4.0,4.0,3.0,,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2530,43.79845735,-79.149242668,332939.033,4850889.281
2414428,4156138,2018.0,2017.0,1992.0,SOCIAL HOUSING,25,Scarborough-Rouge Park,21 DURNFORD RD,4,21,2018-01-16,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,E2530,43.798928736,-79.14946215399999,332940.571,4850884.586
2414429,4156137,2018.0,2017.0,1992.0,SOCIAL HOUSING,25,Scarborough-Rouge Park,19 DURNFORD RD,4,28,2018-01-16,72,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,E2530,43.798799318,-79.149848619,332942.11,4850879.891
2414430,4156073,2018.0,2017.0,1992.0,SOCIAL HOUSING,25,Scarborough-Rouge Park,17 DURNFORD RD,3,14,2018-01-16,81,Evaluation needs to be conducted in 2 years,15,5.0,4.0,4.0,4.0,,4.0,,3.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2530,43.798355203999996,-79.14960800600001,332968.256,4850790.927
2414431,4285160,2018.0,2017.0,1950.0,PRIVATE,16,Don Valley East,3 WINGREEN CRT,3,11,2018-01-15,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N1624,43.7389485514,-79.3418652477,,
2414432,4153414,2018.0,2017.0,1961.0,TCHC,11,University-Rosedale,2 MURRAY ST,6,86,2018-01-15,75,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,,3.0,3.0,5.0,5.0,4.0,4.0,,5.0,4.0,,S1144,43.6562993679,-79.3909386716,313581.33,4834933.3780000005
2414433,4154086,2017.0,2017.0,1986.0,TCHC,14,Toronto-Danforth,266 DONLANDS AVE,8,254,2018-01-15,76,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,S1422,43.6896562892,-79.3419083036,317529.06899999996,4838645.48
2414434,4152924,2017.0,2017.0,1992.0,TCHC,9,Davenport,77 RANKIN CRES,7,121,2018-01-15,67,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,S0929,43.658340191,-79.446051646,309135.503,4835156.725
2414435,4154494,2018.0,2017.0,1983.0,SOCIAL HOUSING,8,Eglinton-Lawrence,3050 DUFFERIN ST,14,258,2018-01-15,72,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,N0826,43.7131568657,-79.4551622078,308397.684,4841245.195
2414436,4153421,2017.0,2017.0,1805.0,PRIVATE,11,University-Rosedale,160 HURON ST,5,69,2018-01-15,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,2.0,,3.0,,4.0,,,2.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,,S1144,43.6570614157,-79.3980740042,313005.659,4835017.2639999995
2414437,4154495,2018.0,2017.0,1991.0,SOCIAL HOUSING,8,Eglinton-Lawrence,3010 DUFFERIN ST,10,202,2018-01-15,74,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,,4.0,3.0,4.0,N0826,43.711862296999996,-79.454992255,308411.192,4841102.335
2414438,4156154,2017.0,2017.0,1987.0,TCHC,10,Spadina-Fort York,111 CHESTNUT ST,15,144,2018-01-15,73,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,3.0,5.0,5.0,4.0,4.0,,4.0,3.0,,S1025,43.654829386,-79.38557699,314013.80100000004,4834771.619
2414439,4154766,2017.0,2017.0,1981.0,TCHC,16,Don Valley East,10 DEAUVILLE LANE,7,247,2018-01-15,76,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,N1630,43.717545116000004,-79.331669098,318347.963,4841746.448
2414440,4154175,2017.0,2017.0,1988.0,TCHC,15,Don Valley West,12 THORNCLIFFE PARK DR,11,219,2018-01-15,71,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,N1533,43.704529308999994,-79.348260442,317013.706,4840297.828
2414441,4155653,2017.0,2017.0,1968.0,TCHC,5,York South-Weston,190 WOOLNER AVE,16,304,2018-01-15,52,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,,W0539,43.672697749099996,-79.4906805093,305535.86100000003,4836749.508
2414442,4153573,2017.0,2017.0,1975.0,TCHC,13,Toronto Centre,251 SHERBOURNE ST,7,200,2018-01-15,50,Building Audit,16,2.0,2.0,3.0,1.0,,3.0,2.0,3.0,3.0,,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,,,S1329,43.659299401000006,-79.3709200965,315195.512,4835268.965
2414443,4155602,2017.0,2017.0,1972.0,TCHC,13,Toronto Centre,220 OAK ST,27,469,2018-01-15,64,Evaluation needs to be conducted in 1 year,19,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S1330,43.663061381000006,-79.357756445,316331.701,4835670.531
2414444,4156361,2017.0,2017.0,1990.0,TCHC,5,York South-Weston,600 ROGERS RD,9,207,2018-01-12,78,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,3.0,4.0,W0536,43.682227677,-79.47249628,306987.646,4837812.192
2414445,4303769,2018.0,2017.0,1968.0,PRIVATE,2,Etobicoke Centre,63 CALLOWHILL DR,10,112,2018-01-12,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0221,,,299662.554,4837921.687
2414446,4155590,2017.0,2017.0,1959.0,TCHC,9,Davenport,1525 DUNDAS ST W,6,106,2018-01-12,58,Evaluation needs to be conducted in 1 year,19,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0936,43.649163790699994,-79.4324188308,310236.184,4834137.085
2414447,4155595,2017.0,2017.0,1996.0,TCHC,10,Spadina-Fort York,1 CHURCH ST,13,115,2018-01-12,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,,,S1038,43.647032851599995,-79.3728697107,315040.337,4833905.973999999
2414448,4153559,2017.0,2017.0,1982.0,TCHC,10,Spadina-Fort York,15 SCADDING AVE,9,251,2018-01-12,69,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,S1039,43.648589687,-79.366782746,315530.851,4834080.659
2414449,4156510,2017.0,2017.0,1974.0,TCHC,5,York South-Weston,720 TRETHEWEY DR,19,204,2018-01-12,59,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,W0528,43.697963611000006,-79.50094174899999,304708.284,4839557.3780000005
2414450,4155922,2017.0,2017.0,1972.0,TCHC,4,Parkdale-High Park,3725 DUNDAS ST W,10,153,2018-01-12,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0421,43.6653702089,-79.4987991022,304881.17100000003,4835935.438999999
2414451,4156016,2017.0,2017.0,1972.0,TCHC,4,Parkdale-High Park,3735 DUNDAS ST W,10,132,2018-01-12,61,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,S0421,43.665189036,-79.499393828,304843.771,4835924.808999999
2414452,4156712,2017.0,2017.0,2014.0,TCHC,13,Toronto Centre,40 LOWER RIVER ST.,8,128,2018-01-12,83,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1336,43.65625785899999,-79.355848526,316411.458,4834934.032
2414453,4152925,2017.0,2017.0,1994.0,TCHC,9,Davenport,11 RANDOLPH AVE,6,95,2018-01-12,66,Evaluation needs to be conducted in 2 years,19,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,S0929,43.658298977200005,-79.4502110226,308800.29,4835150.998
2414454,4153157,2017.0,2017.0,1989.0,TCHC,11,University-Rosedale,72 CLINTON ST,7,157,2018-01-12,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,S1133,43.655697992200004,-79.41495949600001,311643.94899999996,4834864.327
2414455,4156756,2017.0,2017.0,1989.0,TCHC,5,York South-Weston,2468 EGLINTON AVE W,21,210,2018-01-12,59,Evaluation needs to be conducted in 1 year,18,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,,W0533,43.69202835,-79.468140737,307352.43,4838898.385
2414456,4153566,2017.0,2017.0,1984.0,TCHC,13,Toronto Centre,540 QUEEN ST E,6,44,2018-01-12,67,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,S1330,43.657342412,-79.357649785,316265.96,4835054.266
2414457,4155196,2017.0,2017.0,1979.0,TCHC,5,York South-Weston,55 OUTLOOK AVE,12,275,2018-01-12,62,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,W0535,43.678446839799996,-79.49624040329999,305087.49600000004,4837388.185
2414458,4156195,2017.0,2017.0,1967.0,TCHC,7,Humber River-Black Creek,415 DRIFTWOOD AVE,16,135,2018-01-12,58,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,W0725,43.7673194757,-79.5164765451,303458.049,4847261.584
2414459,4156748,2017.0,2017.0,2009.0,TCHC,13,Toronto Centre,501 ADELAIDE ST E,13,180,2018-01-12,66,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,4.0,,4.0,,3.0,S1335,43.65255869,-79.365341193,315646.432,4834521.781
2414460,4155580,2017.0,2017.0,1971.0,TCHC,24,Scarborough-Guildwood,110 MORNELLE CRT,15,145,2018-01-12,61,Evaluation needs to be conducted in 1 year,19,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,E2423,43.786495688,-79.194414059,329379.42,4849437.971
2414461,4155577,2017.0,2017.0,1969.0,TCHC,24,Scarborough-Guildwood,3847 LAWRENCE AVE E,13,213,2018-01-12,59,Evaluation needs to be conducted in 1 year,19,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,E2431,43.762491026400006,-79.2104930971,328094.82,4846765.506
2414462,4155620,2017.0,2017.0,1970.0,TCHC,7,Humber River-Black Creek,4400 JANE ST,12,164,2018-01-11,60,Evaluation needs to be conducted in 1 year,19,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,W0724,43.7652223646,-79.52014173479999,303162.909,4847028.675
2414463,4154465,2017.0,2017.0,1970.0,TCHC,7,Humber River-Black Creek,3680 KEELE ST,3,238,2018-01-11,65,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0731,43.753748768,-79.48953565,305627.036,4845754.8
2414464,4155584,2017.0,2017.0,1970.0,TCHC,22,Scarborough-Agincourt,365 BAY MILLS BLVD,13,186,2018-01-11,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,,E2226,43.7812403712,-79.3008424612,320815.234,4848827.17
2414465,4167463,2017.0,2017.0,2006.0,TCHC,13,Toronto Centre,184 RIVER ST,3,54,2018-01-11,56,Evaluation needs to be conducted in 1 year,17,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1330,43.662770771999995,-79.35927116,316143.84,4835667.148
2414466,4154264,2017.0,2017.0,1969.0,TCHC,7,Humber River-Black Creek,35 SHOREHAM DR,11,323,2018-01-11,71,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,,4.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,W0725,43.768780728,-79.518663474,303286.907,4847413.625
2414467,4167680,2017.0,2017.0,2006.0,TCHC,13,Toronto Centre,259 SUMACH ST,3,47,2018-01-11,56,Evaluation needs to be conducted in 1 year,17,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,,S1330,43.662405994,-79.360720129,316017.373,4835616.37
2414468,4167687,2017.0,2017.0,1948.0,TCHC,13,Toronto Centre,260 SUMACH ST,3,48,2018-01-11,56,Evaluation needs to be conducted in 1 year,17,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,S1330,43.66223715,-79.361553726,315950.172,4835597.5
2414469,4155617,2017.0,2017.0,1971.0,TCHC,7,Humber River-Black Creek,2999 JANE ST,15,188,2018-01-11,52,Evaluation needs to be conducted in 1 year,19,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,W0730,43.754346500699995,-79.5161715175,303482.32399999996,4845820.353999999
2414470,4156664,2017.0,2017.0,1972.0,TCHC,24,Scarborough-Guildwood,4301 KINGSTON RD,20,419,2018-01-10,54,Evaluation needs to be conducted in 1 year,19,2.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,E2432,43.762727716,-79.19282944300001,329516.674,4846797.833000001
2414471,4155621,2017.0,2017.0,1967.0,TCHC,5,York South-Weston,1570 JANE ST,6,76,2018-01-10,58,Evaluation needs to be conducted in 1 year,18,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0527,43.6990884103,-79.5033968088,304510.668,4839681.395
2414472,4153576,2017.0,2017.0,1973.0,TCHC,14,Toronto-Danforth,859 DUNDAS ST E,4,29,2018-01-10,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,4.0,4.0,S1434,43.6621159617,-79.35167947,316746.84,4835584.466
2414473,4155685,2017.0,2017.0,1981.0,TCHC,12,Toronto-St. Paul's,1775 EGLINTON AVE W,14,300,2018-01-10,71,Evaluation needs to be conducted in 2 years,19,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,S1222,,,308913.028,4839318.616
2414474,4155122,2017.0,2017.0,1983.0,TCHC,5,York South-Weston,30 DENARDA ST,15,255,2018-01-10,52,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,,W0531,43.68924906,-79.4925042867,305388.692,4838588.272
2414475,4155615,2017.0,2017.0,1977.0,TCHC,12,Toronto-St. Paul's,70 DUNFIELD AVE,16,156,2018-01-10,60,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,,,S1228,43.706491428999996,-79.395574467,313200.179,4840510.049
2414476,4156313,2017.0,2017.0,1965.0,TCHC,20,Scarborough Southwest,3181 EGLINTON AVE E,7,103,2018-01-10,59,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,E2027,43.7426293696,-79.2196525266,327364.75800000003,4844556.449
2414477,4153215,2018.0,2017.0,1989.0,TCHC,11,University-Rosedale,25 MADISON AVE,4,12,2018-01-10,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,4.0,4.0,4.0,,3.0,,,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,,,S1127,43.668341436000006,-79.402632539,312636.214,4836270.93
2414478,4167763,2017.0,2017.0,1980.0,TCHC,7,Humber River-Black Creek,5 NEEDLE FIRWAY,12,137,2018-01-10,48,Building Audit,19,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,W0729,43.752566895,-79.518797427,303270.559,4845623.647
2414479,4152893,2017.0,2017.0,1991.0,TCHC,25,Scarborough-Rouge Park,1315 NEILSON RD,5,126,2018-01-10,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,,4.0,3.0,5.0,E2524,43.807786956,-79.2188121812,327408.037,4851795.432
2414480,4152894,2017.0,2017.0,1993.0,TCHC,25,Scarborough-Rouge Park,1319 NEILSON RD,13,124,2018-01-10,89,Evaluation needs to be conducted in 3 years,16,5.0,5.0,4.0,4.0,,5.0,5.0,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,4.0,,3.0,3.0,,E2524,43.808424715600005,-79.2179866009,327474.219,4851866.509
2414481,4155866,2017.0,2017.0,2008.0,TCHC,14,Toronto-Danforth,50 MATILDA ST,4,56,2018-01-10,77,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1434,43.660237712,-79.35303424899999,316637.682,4835376.563
2414482,4155575,2017.0,2017.0,1968.0,TCHC,21,Scarborough Centre,400 MCCOWAN RD,10,198,2018-01-10,70,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,E2135,43.74110206100001,-79.241172366,325656.703,4844463.541999999
2414483,4153819,2017.0,2017.0,1954.0,TCHC,12,Toronto-St. Paul's,133 BROADWAY AVE,4,52,2018-01-10,68,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,S1221,43.710473457,-79.391890313,313496.527,4840952.816000001
2414484,4154848,2017.0,2017.0,1980.0,TCHC,17,Don Valley North,4000 DON MILLS RD,6,397,2018-01-10,68,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,N1722,43.810377963,-79.36147583,315929.11100000003,4852055.344
2414485,4155611,2017.0,2017.0,1956.0,TCHC,19,Beaches-East York,59 EDGEWOOD AVE,4,53,2018-01-10,73,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,3.0,4.0,2.0,,4.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,S1937,43.6716543566,-79.31309707850001,319856.144,4836650.363
2414486,4155612,2017.0,2017.0,1956.0,TCHC,19,Beaches-East York,93 EDGEWOOD AVE,4,43,2018-01-10,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,,2.0,,4.0,3.0,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,S1937,43.672557653599995,-79.314197336,319767.19800000003,4836750.522
2414487,4155726,2017.0,2017.0,1989.0,TCHC,19,Beaches-East York,33 COATSWORTH CRES,5,128,2018-01-10,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1931,43.6792629925,-79.3201512401,319285.482,4837494.411
2414488,4155594,2017.0,2017.0,1968.0,TCHC,11,University-Rosedale,250 DAVENPORT RD,25,460,2018-01-10,78,Evaluation needs to be conducted in 2 years,19,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,S1127,,,312988.295,4836993.517
2414489,4156206,2017.0,2017.0,1971.0,TCHC,17,Don Valley North,2 BRAHMS AVE,12,164,2018-01-10,57,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,N1722,43.792308051000006,-79.35878168,316167.619,4850056.03
2414490,4156429,2017.0,2017.0,1971.0,TCHC,17,Don Valley North,5 BRAHMS AVE,13,178,2018-01-10,51,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,N1722,43.792728204899994,-79.3578376974,316225.415,4850094.01
2414491,4156601,2017.0,2017.0,2010.0,TCHC,13,Toronto Centre,1 OAK ST,10,84,2018-01-10,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1330,43.660640531000006,-79.366069469,315613.334,4835427.868
2414492,4154702,2017.0,2017.0,1974.0,TCHC,18,Willowdale,35 PARK HOME AVE,10,283,2018-01-10,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,N1824,43.768124338,-79.415525902,311585.335,4847355.239
